"shortDescription","description","founded","city","country","industries/0","industries/1","industries/2","shortDescription_tokenize"
"Replaces keychains with your mobile phone as a key","Lukoton replaces mechanical keys and access tags with the one thing people always have with them: the mobile phone. Access is controlled by Lukoton Key Cloud and existing lock bodies upgraded with easy to install lock adapters. Our target users are professionals that need to carry or pick up and return hundreds of keys to get their job done. Stanley Security has invested in us and we are doing projects together but we are looking for 1-2 MEUR investment to speed up our development and growth.","2014-12-01","Vantaa","Finland","hospitality_and_travel","e-commerce","construction_and_real_estate","as"
"Replaces keychains with your mobile phone as a key","Lukoton replaces mechanical keys and access tags with the one thing people always have with them: the mobile phone. Access is controlled by Lukoton Key Cloud and existing lock bodies upgraded with easy to install lock adapters. Our target users are professionals that need to carry or pick up and return hundreds of keys to get their job done. Stanley Security has invested in us and we are doing projects together but we are looking for 1-2 MEUR investment to speed up our development and growth.","2014-12-01","Vantaa","Finland","hospitality_and_travel","e-commerce","construction_and_real_estate","a"
"Replaces keychains with your mobile phone as a key","Lukoton replaces mechanical keys and access tags with the one thing people always have with them: the mobile phone. Access is controlled by Lukoton Key Cloud and existing lock bodies upgraded with easy to install lock adapters. Our target users are professionals that need to carry or pick up and return hundreds of keys to get their job done. Stanley Security has invested in us and we are doing projects together but we are looking for 1-2 MEUR investment to speed up our development and growth.","2014-12-01","Vantaa","Finland","hospitality_and_travel","e-commerce","construction_and_real_estate","key"
"Fuusio cloud is content publishing platform for 3D","Fuusio cloud is content publishing platform for the 3D world. It bridges the gap between the 3D / 360 content you have and the channels of distribution, including web, apps, e-commerce and social media. Everything behind an easy user interface that anyone can use. If you have CAD models, 3D or 360 content and are looking for easy ways to share and deploy, then this one is for you.","2017-04-01","Helsinki","Finland","e-commerce","marketing_and_communication","NULL","fuusio"
"Fuusio cloud is content publishing platform for 3D","Fuusio cloud is content publishing platform for the 3D world. It bridges the gap between the 3D / 360 content you have and the channels of distribution, including web, apps, e-commerce and social media. Everything behind an easy user interface that anyone can use. If you have CAD models, 3D or 360 content and are looking for easy ways to share and deploy, then this one is for you.","2017-04-01","Helsinki","Finland","e-commerce","marketing_and_communication","NULL","cloud"
"Fuusio cloud is content publishing platform for 3D","Fuusio cloud is content publishing platform for the 3D world. It bridges the gap between the 3D / 360 content you have and the channels of distribution, including web, apps, e-commerce and social media. Everything behind an easy user interface that anyone can use. If you have CAD models, 3D or 360 content and are looking for easy ways to share and deploy, then this one is for you.","2017-04-01","Helsinki","Finland","e-commerce","marketing_and_communication","NULL","is"
"Fuusio cloud is content publishing platform for 3D","Fuusio cloud is content publishing platform for the 3D world. It bridges the gap between the 3D / 360 content you have and the channels of distribution, including web, apps, e-commerce and social media. Everything behind an easy user interface that anyone can use. If you have CAD models, 3D or 360 content and are looking for easy ways to share and deploy, then this one is for you.","2017-04-01","Helsinki","Finland","e-commerce","marketing_and_communication","NULL","content"
"Fuusio cloud is content publishing platform for 3D","Fuusio cloud is content publishing platform for the 3D world. It bridges the gap between the 3D / 360 content you have and the channels of distribution, including web, apps, e-commerce and social media. Everything behind an easy user interface that anyone can use. If you have CAD models, 3D or 360 content and are looking for easy ways to share and deploy, then this one is for you.","2017-04-01","Helsinki","Finland","e-commerce","marketing_and_communication","NULL","publishing"
"Fuusio cloud is content publishing platform for 3D","Fuusio cloud is content publishing platform for the 3D world. It bridges the gap between the 3D / 360 content you have and the channels of distribution, including web, apps, e-commerce and social media. Everything behind an easy user interface that anyone can use. If you have CAD models, 3D or 360 content and are looking for easy ways to share and deploy, then this one is for you.","2017-04-01","Helsinki","Finland","e-commerce","marketing_and_communication","NULL","platform"
"Fuusio cloud is content publishing platform for 3D","Fuusio cloud is content publishing platform for the 3D world. It bridges the gap between the 3D / 360 content you have and the channels of distribution, including web, apps, e-commerce and social media. Everything behind an easy user interface that anyone can use. If you have CAD models, 3D or 360 content and are looking for easy ways to share and deploy, then this one is for you.","2017-04-01","Helsinki","Finland","e-commerce","marketing_and_communication","NULL","for"
"Fuusio cloud is content publishing platform for 3D","Fuusio cloud is content publishing platform for the 3D world. It bridges the gap between the 3D / 360 content you have and the channels of distribution, including web, apps, e-commerce and social media. Everything behind an easy user interface that anyone can use. If you have CAD models, 3D or 360 content and are looking for easy ways to share and deploy, then this one is for you.","2017-04-01","Helsinki","Finland","e-commerce","marketing_and_communication","NULL","3d"
"DeskMe enhances your office experience","DeskMe brings a much-needed efficiency to the office industry by establishing a natural out-of-your-way booking experience on a 3D office map, engaging internally-designed IoT hardware and connecting to the network of public co-working offices to flexibly scale your office needs! It is a unique concept that has already been validated by real paying Customers!","2017-08-01","Helsinki","Finland","construction_and_real_estate","materials_and_coatings","on-demand_services","deskme"
"DeskMe enhances your office experience","DeskMe brings a much-needed efficiency to the office industry by establishing a natural out-of-your-way booking experience on a 3D office map, engaging internally-designed IoT hardware and connecting to the network of public co-working offices to flexibly scale your office needs! It is a unique concept that has already been validated by real paying Customers!","2017-08-01","Helsinki","Finland","construction_and_real_estate","materials_and_coatings","on-demand_services","enhances"
"DeskMe enhances your office experience","DeskMe brings a much-needed efficiency to the office industry by establishing a natural out-of-your-way booking experience on a 3D office map, engaging internally-designed IoT hardware and connecting to the network of public co-working offices to flexibly scale your office needs! It is a unique concept that has already been validated by real paying Customers!","2017-08-01","Helsinki","Finland","construction_and_real_estate","materials_and_coatings","on-demand_services","your"
"DeskMe enhances your office experience","DeskMe brings a much-needed efficiency to the office industry by establishing a natural out-of-your-way booking experience on a 3D office map, engaging internally-designed IoT hardware and connecting to the network of public co-working offices to flexibly scale your office needs! It is a unique concept that has already been validated by real paying Customers!","2017-08-01","Helsinki","Finland","construction_and_real_estate","materials_and_coatings","on-demand_services","office"
"DeskMe enhances your office experience","DeskMe brings a much-needed efficiency to the office industry by establishing a natural out-of-your-way booking experience on a 3D office map, engaging internally-designed IoT hardware and connecting to the network of public co-working offices to flexibly scale your office needs! It is a unique concept that has already been validated by real paying Customers!","2017-08-01","Helsinki","Finland","construction_and_real_estate","materials_and_coatings","on-demand_services","experience"
"Smart Living Company","Salusfin provides means to track and manage living conditions: energy consumption, environmental  measures, security/safety and comfort level.
Four key capabilities: 
Controlling energy consumption, 
Sensing environmental measures, 
Metering/Reading consumption meters and 
Reporting/integration","2013-04-01","Espoo","Finland","construction_and_real_estate","NULL","NULL","smart"
"Smart Living Company","Salusfin provides means to track and manage living conditions: energy consumption, environmental  measures, security/safety and comfort level.
Four key capabilities: 
Controlling energy consumption, 
Sensing environmental measures, 
Metering/Reading consumption meters and 
Reporting/integration","2013-04-01","Espoo","Finland","construction_and_real_estate","NULL","NULL","living"
"Smart Living Company","Salusfin provides means to track and manage living conditions: energy consumption, environmental  measures, security/safety and comfort level.
Four key capabilities: 
Controlling energy consumption, 
Sensing environmental measures, 
Metering/Reading consumption meters and 
Reporting/integration","2013-04-01","Espoo","Finland","construction_and_real_estate","NULL","NULL","company"
"Analytics","CollectiveCrunch is a leader in AI for the forestry industry. We ‘collect’ technical, climate and geo data to ‘crunch’ this information for deeper insights and prediction. We predict wood mass and quality of forest inventories and bring a step-change to prediction accuracy.","2016-06-01","Espoo","Finland","agribusiness_and_farming","Diagnostics","on-demand_services","analytics"
"UX design solution and AI personalization","Create smart digital catalog! Optimizing the product feeds per individual shoppers, seamlessly while they browse the products. Metaphorically, we help online stores to build a conveyor belt sushi restaurant type of UX experience with AI chefs.","2018-07-01","Espoo","Finland","Design","e-commerce","marketing_and_communication","ux"
"UX design solution and AI personalization","Create smart digital catalog! Optimizing the product feeds per individual shoppers, seamlessly while they browse the products. Metaphorically, we help online stores to build a conveyor belt sushi restaurant type of UX experience with AI chefs.","2018-07-01","Espoo","Finland","Design","e-commerce","marketing_and_communication","design"
"UX design solution and AI personalization","Create smart digital catalog! Optimizing the product feeds per individual shoppers, seamlessly while they browse the products. Metaphorically, we help online stores to build a conveyor belt sushi restaurant type of UX experience with AI chefs.","2018-07-01","Espoo","Finland","Design","e-commerce","marketing_and_communication","solution"
"UX design solution and AI personalization","Create smart digital catalog! Optimizing the product feeds per individual shoppers, seamlessly while they browse the products. Metaphorically, we help online stores to build a conveyor belt sushi restaurant type of UX experience with AI chefs.","2018-07-01","Espoo","Finland","Design","e-commerce","marketing_and_communication","and"
"UX design solution and AI personalization","Create smart digital catalog! Optimizing the product feeds per individual shoppers, seamlessly while they browse the products. Metaphorically, we help online stores to build a conveyor belt sushi restaurant type of UX experience with AI chefs.","2018-07-01","Espoo","Finland","Design","e-commerce","marketing_and_communication","ai"
"UX design solution and AI personalization","Create smart digital catalog! Optimizing the product feeds per individual shoppers, seamlessly while they browse the products. Metaphorically, we help online stores to build a conveyor belt sushi restaurant type of UX experience with AI chefs.","2018-07-01","Espoo","Finland","Design","e-commerce","marketing_and_communication","personalization"
"IoT as-a-service","We simplify the implementation and adoption of industrial IoT solutions for farming and agriculture","2018-11-01","Espoo","Finland","on-demand_services","agribusiness_and_farming","NULL","iot"
"IoT as-a-service","We simplify the implementation and adoption of industrial IoT solutions for farming and agriculture","2018-11-01","Espoo","Finland","on-demand_services","agribusiness_and_farming","NULL","as"
"IoT as-a-service","We simplify the implementation and adoption of industrial IoT solutions for farming and agriculture","2018-11-01","Espoo","Finland","on-demand_services","agribusiness_and_farming","NULL","a"
"IoT as-a-service","We simplify the implementation and adoption of industrial IoT solutions for farming and agriculture","2018-11-01","Espoo","Finland","on-demand_services","agribusiness_and_farming","NULL","service"
"Sport, games and leisure","Valo Motion creates exiting physical games that are beyond reality. Our games are fun sports entertainment that is perfect from kids to the gym beasts. We supercharge climbing with ValoClimb and create thrilling experiences on trampolines with ValoJump. We have successfully launched these two products to the global markets. Our happy customers in 45+ countries include activity parks, indoor playgrounds, climbing and fitness gyms for whom our products are a unique experience in a compact space.","2016-09-01","Espoo","Finland","entertainment_and_media","gaming","education","sport"
"Sport, games and leisure","Valo Motion creates exiting physical games that are beyond reality. Our games are fun sports entertainment that is perfect from kids to the gym beasts. We supercharge climbing with ValoClimb and create thrilling experiences on trampolines with ValoJump. We have successfully launched these two products to the global markets. Our happy customers in 45+ countries include activity parks, indoor playgrounds, climbing and fitness gyms for whom our products are a unique experience in a compact space.","2016-09-01","Espoo","Finland","entertainment_and_media","gaming","education","games"
"Sport, games and leisure","Valo Motion creates exiting physical games that are beyond reality. Our games are fun sports entertainment that is perfect from kids to the gym beasts. We supercharge climbing with ValoClimb and create thrilling experiences on trampolines with ValoJump. We have successfully launched these two products to the global markets. Our happy customers in 45+ countries include activity parks, indoor playgrounds, climbing and fitness gyms for whom our products are a unique experience in a compact space.","2016-09-01","Espoo","Finland","entertainment_and_media","gaming","education","and"
"Sport, games and leisure","Valo Motion creates exiting physical games that are beyond reality. Our games are fun sports entertainment that is perfect from kids to the gym beasts. We supercharge climbing with ValoClimb and create thrilling experiences on trampolines with ValoJump. We have successfully launched these two products to the global markets. Our happy customers in 45+ countries include activity parks, indoor playgrounds, climbing and fitness gyms for whom our products are a unique experience in a compact space.","2016-09-01","Espoo","Finland","entertainment_and_media","gaming","education","leisure"
"Data protection","We are a globally recognized specialist and software company in the fields of Privacy and Data Protection. We help our customers and provide solutions in the areas of Privacy Risk Management and Privacy Engineering. We provide our customers the tools for risk assessments and privacy management along with various consultation services.

Our guiding principle “Privacy does not prevent cool things from happening” leads us in everything we do!","2014-11-01","Espoo","Finland","cybersecurity","NULL","NULL","data"
"Data protection","We are a globally recognized specialist and software company in the fields of Privacy and Data Protection. We help our customers and provide solutions in the areas of Privacy Risk Management and Privacy Engineering. We provide our customers the tools for risk assessments and privacy management along with various consultation services.

Our guiding principle “Privacy does not prevent cool things from happening” leads us in everything we do!","2014-11-01","Espoo","Finland","cybersecurity","NULL","NULL","protection"
"Event platform for networking","Deal Room is a platform that gets people to meet for making deals. A meeting scheduling tool allowing participants to organise one to one meetings among themselves.
","2018-02-01","Helsinki","Finland","hospitality_and_travel","e-commerce","marketing_and_communication","event"
"Event platform for networking","Deal Room is a platform that gets people to meet for making deals. A meeting scheduling tool allowing participants to organise one to one meetings among themselves.
","2018-02-01","Helsinki","Finland","hospitality_and_travel","e-commerce","marketing_and_communication","platform"
"Event platform for networking","Deal Room is a platform that gets people to meet for making deals. A meeting scheduling tool allowing participants to organise one to one meetings among themselves.
","2018-02-01","Helsinki","Finland","hospitality_and_travel","e-commerce","marketing_and_communication","for"
"Event platform for networking","Deal Room is a platform that gets people to meet for making deals. A meeting scheduling tool allowing participants to organise one to one meetings among themselves.
","2018-02-01","Helsinki","Finland","hospitality_and_travel","e-commerce","marketing_and_communication","networking"
"GIRDIT offers UAS operations as a service ","Girdit provides industrial scale UAS operations as a service to its customers.  
Services include:  
Surveying: topographical, geophysical  
Surveillance: search & rescue, border control  
Telecommunications: Satellite like service with increased mobility","2016-04-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","girdit"
"GIRDIT offers UAS operations as a service ","Girdit provides industrial scale UAS operations as a service to its customers.  
Services include:  
Surveying: topographical, geophysical  
Surveillance: search & rescue, border control  
Telecommunications: Satellite like service with increased mobility","2016-04-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","offers"
"GIRDIT offers UAS operations as a service ","Girdit provides industrial scale UAS operations as a service to its customers.  
Services include:  
Surveying: topographical, geophysical  
Surveillance: search & rescue, border control  
Telecommunications: Satellite like service with increased mobility","2016-04-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","uas"
"GIRDIT offers UAS operations as a service ","Girdit provides industrial scale UAS operations as a service to its customers.  
Services include:  
Surveying: topographical, geophysical  
Surveillance: search & rescue, border control  
Telecommunications: Satellite like service with increased mobility","2016-04-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","operations"
"GIRDIT offers UAS operations as a service ","Girdit provides industrial scale UAS operations as a service to its customers.  
Services include:  
Surveying: topographical, geophysical  
Surveillance: search & rescue, border control  
Telecommunications: Satellite like service with increased mobility","2016-04-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","as"
"GIRDIT offers UAS operations as a service ","Girdit provides industrial scale UAS operations as a service to its customers.  
Services include:  
Surveying: topographical, geophysical  
Surveillance: search & rescue, border control  
Telecommunications: Satellite like service with increased mobility","2016-04-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","a"
"GIRDIT offers UAS operations as a service ","Girdit provides industrial scale UAS operations as a service to its customers.  
Services include:  
Surveying: topographical, geophysical  
Surveillance: search & rescue, border control  
Telecommunications: Satellite like service with increased mobility","2016-04-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","service"
"The technology of visioassistance without download","ViiBE helps industrial technical support and after sales services operate the best remote diagnosis, reduce experts' displacements, optimize first contact resolution rates and improve technicians and customers' satisfaction through a remote assistance experience.
Our Web application enables experts to see incidents in real time through the back camera of the interlocutor's smartphone, snap and share images or any document, draw on them, guide with augmented reality features and much more.","2018-11-01","Paris","France","on-demand_services","NULL","NULL","the"
"The technology of visioassistance without download","ViiBE helps industrial technical support and after sales services operate the best remote diagnosis, reduce experts' displacements, optimize first contact resolution rates and improve technicians and customers' satisfaction through a remote assistance experience.
Our Web application enables experts to see incidents in real time through the back camera of the interlocutor's smartphone, snap and share images or any document, draw on them, guide with augmented reality features and much more.","2018-11-01","Paris","France","on-demand_services","NULL","NULL","technology"
"The technology of visioassistance without download","ViiBE helps industrial technical support and after sales services operate the best remote diagnosis, reduce experts' displacements, optimize first contact resolution rates and improve technicians and customers' satisfaction through a remote assistance experience.
Our Web application enables experts to see incidents in real time through the back camera of the interlocutor's smartphone, snap and share images or any document, draw on them, guide with augmented reality features and much more.","2018-11-01","Paris","France","on-demand_services","NULL","NULL","of"
"The technology of visioassistance without download","ViiBE helps industrial technical support and after sales services operate the best remote diagnosis, reduce experts' displacements, optimize first contact resolution rates and improve technicians and customers' satisfaction through a remote assistance experience.
Our Web application enables experts to see incidents in real time through the back camera of the interlocutor's smartphone, snap and share images or any document, draw on them, guide with augmented reality features and much more.","2018-11-01","Paris","France","on-demand_services","NULL","NULL","visioassistance"
"The technology of visioassistance without download","ViiBE helps industrial technical support and after sales services operate the best remote diagnosis, reduce experts' displacements, optimize first contact resolution rates and improve technicians and customers' satisfaction through a remote assistance experience.
Our Web application enables experts to see incidents in real time through the back camera of the interlocutor's smartphone, snap and share images or any document, draw on them, guide with augmented reality features and much more.","2018-11-01","Paris","France","on-demand_services","NULL","NULL","without"
"The technology of visioassistance without download","ViiBE helps industrial technical support and after sales services operate the best remote diagnosis, reduce experts' displacements, optimize first contact resolution rates and improve technicians and customers' satisfaction through a remote assistance experience.
Our Web application enables experts to see incidents in real time through the back camera of the interlocutor's smartphone, snap and share images or any document, draw on them, guide with augmented reality features and much more.","2018-11-01","Paris","France","on-demand_services","NULL","NULL","download"
"Internet of Things","Everynet is a leading Low Power Wide Area (LPWA) technology network operator with access to networks around the globe including the Americas, EMEA, and APAC.","2017-06-01","Espoo","Finland","marketing_and_communication","NULL","NULL","internet"
"Internet of Things","Everynet is a leading Low Power Wide Area (LPWA) technology network operator with access to networks around the globe including the Americas, EMEA, and APAC.","2017-06-01","Espoo","Finland","marketing_and_communication","NULL","NULL","of"
"Internet of Things","Everynet is a leading Low Power Wide Area (LPWA) technology network operator with access to networks around the globe including the Americas, EMEA, and APAC.","2017-06-01","Espoo","Finland","marketing_and_communication","NULL","NULL","things"
"True. Good. Useful. Make sense of behavior","To make optimal business decisions, one must understand customer needs, wants and desires. Invite your stakeholders to co-create and utilize all other textual feedback. 
Our solution has tools to build and manage an online community, create surveys, maintain discussions, and to present ideas with images, videos, and text. 
You get state-of-the-art analytics, insights, nice visuals and best of the breed natural language processing tools.
An example application is cutting customer churn by 50%.","2010-05-01","Espoo","Finland","Design","6f086252-72eb-445c-b155-a584245caa01","entertainment_and_media","true"
"True. Good. Useful. Make sense of behavior","To make optimal business decisions, one must understand customer needs, wants and desires. Invite your stakeholders to co-create and utilize all other textual feedback. 
Our solution has tools to build and manage an online community, create surveys, maintain discussions, and to present ideas with images, videos, and text. 
You get state-of-the-art analytics, insights, nice visuals and best of the breed natural language processing tools.
An example application is cutting customer churn by 50%.","2010-05-01","Espoo","Finland","Design","6f086252-72eb-445c-b155-a584245caa01","entertainment_and_media","good"
"True. Good. Useful. Make sense of behavior","To make optimal business decisions, one must understand customer needs, wants and desires. Invite your stakeholders to co-create and utilize all other textual feedback. 
Our solution has tools to build and manage an online community, create surveys, maintain discussions, and to present ideas with images, videos, and text. 
You get state-of-the-art analytics, insights, nice visuals and best of the breed natural language processing tools.
An example application is cutting customer churn by 50%.","2010-05-01","Espoo","Finland","Design","6f086252-72eb-445c-b155-a584245caa01","entertainment_and_media","useful"
"True. Good. Useful. Make sense of behavior","To make optimal business decisions, one must understand customer needs, wants and desires. Invite your stakeholders to co-create and utilize all other textual feedback. 
Our solution has tools to build and manage an online community, create surveys, maintain discussions, and to present ideas with images, videos, and text. 
You get state-of-the-art analytics, insights, nice visuals and best of the breed natural language processing tools.
An example application is cutting customer churn by 50%.","2010-05-01","Espoo","Finland","Design","6f086252-72eb-445c-b155-a584245caa01","entertainment_and_media","make"
"True. Good. Useful. Make sense of behavior","To make optimal business decisions, one must understand customer needs, wants and desires. Invite your stakeholders to co-create and utilize all other textual feedback. 
Our solution has tools to build and manage an online community, create surveys, maintain discussions, and to present ideas with images, videos, and text. 
You get state-of-the-art analytics, insights, nice visuals and best of the breed natural language processing tools.
An example application is cutting customer churn by 50%.","2010-05-01","Espoo","Finland","Design","6f086252-72eb-445c-b155-a584245caa01","entertainment_and_media","sense"
"True. Good. Useful. Make sense of behavior","To make optimal business decisions, one must understand customer needs, wants and desires. Invite your stakeholders to co-create and utilize all other textual feedback. 
Our solution has tools to build and manage an online community, create surveys, maintain discussions, and to present ideas with images, videos, and text. 
You get state-of-the-art analytics, insights, nice visuals and best of the breed natural language processing tools.
An example application is cutting customer churn by 50%.","2010-05-01","Espoo","Finland","Design","6f086252-72eb-445c-b155-a584245caa01","entertainment_and_media","of"
"True. Good. Useful. Make sense of behavior","To make optimal business decisions, one must understand customer needs, wants and desires. Invite your stakeholders to co-create and utilize all other textual feedback. 
Our solution has tools to build and manage an online community, create surveys, maintain discussions, and to present ideas with images, videos, and text. 
You get state-of-the-art analytics, insights, nice visuals and best of the breed natural language processing tools.
An example application is cutting customer churn by 50%.","2010-05-01","Espoo","Finland","Design","6f086252-72eb-445c-b155-a584245caa01","entertainment_and_media","behavior"
"Fintech","We automate asset trading with AI.

This is how we can adapt to market changes efficiently and accordingly. Managing an automated portfolio of validated strategies helps us to avoid human biases and achieve more sustainable and reliable returns.

We are a team of aspiring financial engineers and statisticians with a courageous mindset. Our vision is to combine the power of algorithms and state of the art statistical innovation with financial markets.","2018-07-01","Helsinki","Finland","financial_and_insurance","NULL","NULL","fintech"
"WorkPilots, mobile on-demand job matching platform","WorkPilots is a unique mobile-first service that connects young people in need of work with households, companies and organizations which can utilize youth to handle their seasonal, on-demand and sporadic tasks (so-called gigs). WorkPilots approach is building social impact. Organizations can easily find motivated workers at a fair price, young people gain access into the workplace, and at the same time, a positive social impact to combat youth unemployment is created. 
","2015-10-01","Espoo","Finland","logistics","hr","on-demand_services","workpilots"
"WorkPilots, mobile on-demand job matching platform","WorkPilots is a unique mobile-first service that connects young people in need of work with households, companies and organizations which can utilize youth to handle their seasonal, on-demand and sporadic tasks (so-called gigs). WorkPilots approach is building social impact. Organizations can easily find motivated workers at a fair price, young people gain access into the workplace, and at the same time, a positive social impact to combat youth unemployment is created. 
","2015-10-01","Espoo","Finland","logistics","hr","on-demand_services","mobile"
"WorkPilots, mobile on-demand job matching platform","WorkPilots is a unique mobile-first service that connects young people in need of work with households, companies and organizations which can utilize youth to handle their seasonal, on-demand and sporadic tasks (so-called gigs). WorkPilots approach is building social impact. Organizations can easily find motivated workers at a fair price, young people gain access into the workplace, and at the same time, a positive social impact to combat youth unemployment is created. 
","2015-10-01","Espoo","Finland","logistics","hr","on-demand_services","on"
"WorkPilots, mobile on-demand job matching platform","WorkPilots is a unique mobile-first service that connects young people in need of work with households, companies and organizations which can utilize youth to handle their seasonal, on-demand and sporadic tasks (so-called gigs). WorkPilots approach is building social impact. Organizations can easily find motivated workers at a fair price, young people gain access into the workplace, and at the same time, a positive social impact to combat youth unemployment is created. 
","2015-10-01","Espoo","Finland","logistics","hr","on-demand_services","demand"
"WorkPilots, mobile on-demand job matching platform","WorkPilots is a unique mobile-first service that connects young people in need of work with households, companies and organizations which can utilize youth to handle their seasonal, on-demand and sporadic tasks (so-called gigs). WorkPilots approach is building social impact. Organizations can easily find motivated workers at a fair price, young people gain access into the workplace, and at the same time, a positive social impact to combat youth unemployment is created. 
","2015-10-01","Espoo","Finland","logistics","hr","on-demand_services","job"
"WorkPilots, mobile on-demand job matching platform","WorkPilots is a unique mobile-first service that connects young people in need of work with households, companies and organizations which can utilize youth to handle their seasonal, on-demand and sporadic tasks (so-called gigs). WorkPilots approach is building social impact. Organizations can easily find motivated workers at a fair price, young people gain access into the workplace, and at the same time, a positive social impact to combat youth unemployment is created. 
","2015-10-01","Espoo","Finland","logistics","hr","on-demand_services","matching"
"WorkPilots, mobile on-demand job matching platform","WorkPilots is a unique mobile-first service that connects young people in need of work with households, companies and organizations which can utilize youth to handle their seasonal, on-demand and sporadic tasks (so-called gigs). WorkPilots approach is building social impact. Organizations can easily find motivated workers at a fair price, young people gain access into the workplace, and at the same time, a positive social impact to combat youth unemployment is created. 
","2015-10-01","Espoo","Finland","logistics","hr","on-demand_services","platform"
"Software, Health & Wellness","Wellmo is a b2b SaaS company driving the preventive digital health megatrend in insurance business and other selected segments. Our solution is a content agnostic platform enabling branded and differentiated health app leveraging local health content and services. This platform & ecosystem approach is gaining increasing traction on the market. Wellmo has paying customers in 5 European countries and is on a solid growth track at close to 100% p.a. for the third year.","2012-10-01","Espoo","Finland","medtech","digital_health","sports","software"
"Software, Health & Wellness","Wellmo is a b2b SaaS company driving the preventive digital health megatrend in insurance business and other selected segments. Our solution is a content agnostic platform enabling branded and differentiated health app leveraging local health content and services. This platform & ecosystem approach is gaining increasing traction on the market. Wellmo has paying customers in 5 European countries and is on a solid growth track at close to 100% p.a. for the third year.","2012-10-01","Espoo","Finland","medtech","digital_health","sports","health"
"Software, Health & Wellness","Wellmo is a b2b SaaS company driving the preventive digital health megatrend in insurance business and other selected segments. Our solution is a content agnostic platform enabling branded and differentiated health app leveraging local health content and services. This platform & ecosystem approach is gaining increasing traction on the market. Wellmo has paying customers in 5 European countries and is on a solid growth track at close to 100% p.a. for the third year.","2012-10-01","Espoo","Finland","medtech","digital_health","sports","wellness"
"Mobile service, Education","Funzi is an award-winning mobile service from Finland that delivers learning and training to everyone, everywhere.

Funzi’s mission is to provide everyone access to quality learning cost effectively, and to deliver the best learning experience on mobile - with little or no cost to the end-user.","2014-02-01","Espoo","Finland","education","NULL","NULL","mobile"
"Mobile service, Education","Funzi is an award-winning mobile service from Finland that delivers learning and training to everyone, everywhere.

Funzi’s mission is to provide everyone access to quality learning cost effectively, and to deliver the best learning experience on mobile - with little or no cost to the end-user.","2014-02-01","Espoo","Finland","education","NULL","NULL","service"
"Mobile service, Education","Funzi is an award-winning mobile service from Finland that delivers learning and training to everyone, everywhere.

Funzi’s mission is to provide everyone access to quality learning cost effectively, and to deliver the best learning experience on mobile - with little or no cost to the end-user.","2014-02-01","Espoo","Finland","education","NULL","NULL","education"
"Car as a service digital platform provider","Provider of  CaaS digital platform for car dealers and fleet management companies with Saas Business model. Enabling bundling of car financing, parking, fuel, car wash, easy communication with IoT data from cars and integration to ecosystem partners. Car and related service is sold as a one monthly fee. In Finland we are having as our customers and partners big car dealers, Santander, Lähitapiola, Elisa, ABC, Falck. 2019 we aim to expand to  countries in Europe. We seek funding for expansion","2007-10-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","car"
"Car as a service digital platform provider","Provider of  CaaS digital platform for car dealers and fleet management companies with Saas Business model. Enabling bundling of car financing, parking, fuel, car wash, easy communication with IoT data from cars and integration to ecosystem partners. Car and related service is sold as a one monthly fee. In Finland we are having as our customers and partners big car dealers, Santander, Lähitapiola, Elisa, ABC, Falck. 2019 we aim to expand to  countries in Europe. We seek funding for expansion","2007-10-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","as"
"Car as a service digital platform provider","Provider of  CaaS digital platform for car dealers and fleet management companies with Saas Business model. Enabling bundling of car financing, parking, fuel, car wash, easy communication with IoT data from cars and integration to ecosystem partners. Car and related service is sold as a one monthly fee. In Finland we are having as our customers and partners big car dealers, Santander, Lähitapiola, Elisa, ABC, Falck. 2019 we aim to expand to  countries in Europe. We seek funding for expansion","2007-10-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","a"
"Car as a service digital platform provider","Provider of  CaaS digital platform for car dealers and fleet management companies with Saas Business model. Enabling bundling of car financing, parking, fuel, car wash, easy communication with IoT data from cars and integration to ecosystem partners. Car and related service is sold as a one monthly fee. In Finland we are having as our customers and partners big car dealers, Santander, Lähitapiola, Elisa, ABC, Falck. 2019 we aim to expand to  countries in Europe. We seek funding for expansion","2007-10-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","service"
"Car as a service digital platform provider","Provider of  CaaS digital platform for car dealers and fleet management companies with Saas Business model. Enabling bundling of car financing, parking, fuel, car wash, easy communication with IoT data from cars and integration to ecosystem partners. Car and related service is sold as a one monthly fee. In Finland we are having as our customers and partners big car dealers, Santander, Lähitapiola, Elisa, ABC, Falck. 2019 we aim to expand to  countries in Europe. We seek funding for expansion","2007-10-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","digital"
